"Polynomial Degree","RMSE Error"
266,0.00043222793700754163
267,0.00043062114605260486
268,0.0004290262562232226
269,0.000427443135795126
270,0.00042587165498068777
271,0.0004243116858934321
272,0.0004227631025134163
273,0.0004212257806531498
274,0.00041969959792467743
275,0.00041818443370683297
276,0.0004166801691136047
277,0.0004151866869630688
278,0.00041370387174692293
279,0.00041223160960067245
280,0.000410769788274605
281,0.00040931829710525683
282,0.00040787702698735176
283,0.00040644587034658616
284,0.0004050247211128953
285,0.0004036134746942234
286,0.0004022120279508378
287,0.000400820279170247
288,0.0003994381280425668
289,0.00039806547563645624
290,0.00039670222437558763
291,0.0003953482780153204
292,0.0003940035416203634
293,0.00039266792154221084
294,0.0003913413253978389
295,0.00039002366204800645
296,0.00038871484157671426
297,0.0003874147752704929
298,0.0003861233755986407
299,0.0003848405561932456
300,0.00038356623183034085
301,0.0003823003184105511
302,0.0003810427329411427
303,0.0003797933935173834
304,0.00037855221930510385
305,0.0003773191305231821
306,0.0003760940484263323
307,0.0003748768952885126
308,0.0003736675943863868
309,0.0003724660699832924
310,0.00037127224731329443
311,0.00037008605256583286
312,0.0003689074128704448
313,0.0003677362562818155
314,0.00036657251176524445
315,0.0003654161091821204
316,0.0003642669792760272
317,0.0003631250536587446
318,0.00036199026479685585
319,0.00036086254599827897
320,0.00035974183139929854
321,0.00035862805595169564
322,0.0003575211554102269
323,0.0003564210663202407
324,0.00035532772600552887
325,0.0003542410725563948
326,0.0003531610448181427
327,0.0003520875823794424
328,0.00035102062556103733
329,0.0003499601154048724
330,0.0003489059936630853
331,0.0003478582027873423
332,0.00034681668591847724
333,0.0003457813868761476
334,0.0003447522501486812
335,0.0003437292208832032
336,0.00034271224487597937
337,0.00034170126856266633
338,0.00034069623900906566
339,0.00033969710390177127
340,0.0003387038115392259
341,0.00033771631082263787
342,0.00033673455124737196
343,0.00033575848289425764
344,0.00033478805642115457
345,0.00033382322305463614
346,0.0003328639345817898
347,0.00033191014334229776
348,0.0003309618022203459
349,0.0003300188646371363
350,0.0003290812845429463
351,0.00032814901640992314
352,0.00032722201522455735
353,0.00032630023648043855
354,0.0003253836361712035
355,0.00032447217078352206
356,0.00032356579729013094
357,0.00032266447314318263
358,0.00032176815626753374
359,0.0003208768050541041
360,0.0003199903783536435
361,0.0003191088354701784
362,0.000318232136155035
363,0.0003173602406004035
364,0.0003164931094336605
365,0.000315630703711129
366,0.0003147729849124683
367,0.0003139199149347906
368,0.00031307145608719237
369,0.00031222757108496425
370,0.0003113882230443746
371,0.0003105533754771597
372,0.00030972299228524384
373,0.00030889703775558884
374,0.0003080754765550358
375,0.00030725827372520367
376,0.00030644539467775453
377,0.00030563680518925454
378,0.00030483247139648456
379,0.0003040323597917671
380,0.00030323643721822904
381,0.00030244467086522955
382,0.00030165702826390276
383,0.00030087347728269037
384,0.00030009398612296933
385,0.00029931852331472805
386,0.0002985470577123976
387,0.0002977795584906433
388,0.0002970159951402316
389,0.0002962563374640084
390,0.00029550055557298294
391,0.0002947486198823309
392,0.00029400050110751946
393,0.00029325617026055407
394,0.0002925155986462964
395,0.0002917787578585861
396,0.00029104561977682706
397,0.000290316156562284
398,0.00028959034065455464
399,0.00028886814476814063
400,0.00028814954188906413
401,0.0002874345052714195
402,0.0002867230084340652
403,0.00028601502515747835
404,0.0002853105294802851
405,0.00028460949569642007
406,0.0002839118983516491
407,0.0002832177122407788
408,0.0002825269124044591
409,0.00028183947412622947
410,0.00028115537292960387
411,0.00028047458457510974
412,0.00027979708505748534
413,0.00027912285060278263
414,0.0002784518576656723
415,0.0002777840829267107
416,0.00027711950328948207
417,0.00027645809587808964
418,0.0002757998380345089
419,0.0002751447073160159
420,0.00027449268149248087
421,0.00027384373854410674
422,0.0002731978566587375
423,0.00027255501422947346
424,0.0002719151898524159
425,0.0002712783623239561
426,0.000270644510638839
427,0.00027001361398751387
428,0.00026938565175404746
429,0.00026876060351384344
430,0.00026813844903135313
431,0.00026751916825801876
432,0.00026690274133000234
433,0.0002662891485660975
434,0.00026567837046569874
435,0.00026507038770669857
436,0.0002644651811433498
437,0.00026386273180442
438,0.0002632630208910939
439,0.0002626660297751147
440,0.00026207173999668356
441,0.0002614801332628344
442,0.00026089119144521306
443,0.0002603048965785458
444,0.00025972123085862267
445,0.0002591401766405761
446,0.000258561716437004
447,0.000257985832916355
448,0.00025741250890108414
449,0.0002568417273660339
450,0.0002562734714366909
451,0.00025570772438749274
452,0.00025514446964029015
453,0.00025458369076260094
454,0.00025402537146616675
455,0.00025346949560522226
456,0.00025291604717503786
457,0.00025236501031034947
458,0.0002518163692838153
459,0.00025127010850460086
460,0.00025072621251679485
461,0.00025018466599806245
462,0.00024964545375809403
463,0.0002491085607373155
464,0.0002485739720053704
465,0.0002480416727597534
466,0.0002475116483245429
467,0.0002469838841488777
468,0.0002464583658058466
469,0.0002459350789909743
470,0.000245414009521001
471,0.00024489514333267143
472,0.00024437846648132976
473,0.00024386396513982337
474,0.0002433516255970928
475,0.00024284143425713092
476,0.00024233337763767283
477,0.00024182744236898464
478,0.0002413236151928456
479,0.00024082188296120676
480,0.0002403222326351372
481,0.0002398246512837612
482,0.00023932912608293629
483,0.00023883564431437707
484,0.00023834419336446133
485,0.0002378547607231234
486,0.00023736733398287827
487,0.0002368819008377054
488,0.00023639844908204563
489,0.00023591696660974791
490,0.00023543744141315236
491,0.00023495986158194595
492,0.0002344842153022832
493,0.00023401049085574086
494,0.0002335386766184876
495,0.00023306876106016567
496,0.0002326007327430402
497,0.00023213458032105816
498,0.0002316702925389647
499,0.00023120785823130938
500,0.000230747266321637
